species,scientific_name,start_time,end_time,confidence,label,File,timestamp_str,duration
Red-shouldered Hawk,Buteo lineatus,51.0,54.0,0.125790536403656,Buteo lineatus_Red-shouldered Hawk,20250610_142600.WAV,20250610_142600,3.0
Red-shouldered Hawk,Buteo lineatus,21.0,24.0,0.4387873411178589,Buteo lineatus_Red-shouldered Hawk,20250610_142700.WAV,20250610_142700,3.0
Red-shouldered Hawk,Buteo lineatus,24.0,27.0,0.21877488493919373,Buteo lineatus_Red-shouldered Hawk,20250610_142700.WAV,20250610_142700,3.0
Say's Phoebe,Sayornis saya,24.0,27.0,0.1961973011493683,Sayornis saya_Say's Phoebe,20250610_142700.WAV,20250610_142700,3.0
Black-bellied Plover,Pluvialis squatarola,24.0,27.0,0.14002658426761627,Pluvialis squatarola_Black-bellied Plover,20250610_142700.WAV,20250610_142700,3.0
Say's Phoebe,Sayornis saya,27.0,30.0,0.17716020345687866,Sayornis saya_Say's Phoebe,20250610_142700.WAV,20250610_142700,3.0
Say's Phoebe,Sayornis saya,33.0,36.0,0.14841461181640625,Sayornis saya_Say's Phoebe,20250610_142700.WAV,20250610_142700,3.0
Red-shouldered Hawk,Buteo lineatus,36.0,39.0,0.7197444438934326,Buteo lineatus_Red-shouldered Hawk,20250610_142700.WAV,20250610_142700,3.0
Say's Phoebe,Sayornis saya,36.0,39.0,0.16800250113010406,Sayornis saya_Say's Phoebe,20250610_142700.WAV,20250610_142700,3.0
Red-shouldered Hawk,Buteo lineatus,39.0,42.0,0.3237447142601013,Buteo lineatus_Red-shouldered Hawk,20250610_142700.WAV,20250610_142700,3.0
Red-shouldered Hawk,Buteo lineatus,42.0,45.0,0.24507716298103333,Buteo lineatus_Red-shouldered Hawk,20250610_142700.WAV,20250610_142700,3.0
Black-bellied Plover,Pluvialis squatarola,42.0,45.0,0.10014308243989944,Pluvialis squatarola_Black-bellied Plover,20250610_142700.WAV,20250610_142700,3.0
Red-shouldered Hawk,Buteo lineatus,45.0,48.0,0.3289884626865387,Buteo lineatus_Red-shouldered Hawk,20250610_142700.WAV,20250610_142700,3.0
Red-shouldered Hawk,Buteo lineatus,48.0,51.0,0.10679605603218079,Buteo lineatus_Red-shouldered Hawk,20250610_142700.WAV,20250610_142700,3.0
Red-shouldered Hawk,Buteo lineatus,51.0,54.0,0.31017130613327026,Buteo lineatus_Red-shouldered Hawk,20250610_142700.WAV,20250610_142700,3.0
Say's Phoebe,Sayornis saya,51.0,54.0,0.18135933578014374,Sayornis saya_Say's Phoebe,20250610_142700.WAV,20250610_142700,3.0
Human vocal,Human vocal,51.0,54.0,0.12810853123664856,Human vocal_Human vocal,20250610_142700.WAV,20250610_142700,3.0
Black-bellied Plover,Pluvialis squatarola,51.0,54.0,0.12263386696577072,Pluvialis squatarola_Black-bellied Plover,20250610_142700.WAV,20250610_142700,3.0
Water Rail,Rallus aquaticus,0.0,3.0,0.17160065472126007,Rallus aquaticus_Water Rail,20250610_142800.WAV,20250610_142800,3.0
White-winged Dove,Zenaida asiatica,3.0,6.0,0.17328520119190216,Zenaida asiatica_White-winged Dove,20250610_142800.WAV,20250610_142800,3.0
Mourning Dove,Zenaida macroura,3.0,6.0,0.154628723859787,Zenaida macroura_Mourning Dove,20250610_142800.WAV,20250610_142800,3.0
Northern Mockingbird,Mimus polyglottos,12.0,15.0,0.15532730519771576,Mimus polyglottos_Northern Mockingbird,20250610_142800.WAV,20250610_142800,3.0
Tropical Mockingbird,Mimus gilvus,15.0,18.0,0.14844492077827454,Mimus gilvus_Tropical Mockingbird,20250610_142800.WAV,20250610_142800,3.0
Northern Mockingbird,Mimus polyglottos,15.0,18.0,0.11983706802129745,Mimus polyglottos_Northern Mockingbird,20250610_142800.WAV,20250610_142800,3.0
Barn Owl,Tyto alba,18.0,21.0,0.976344108581543,Tyto alba_Barn Owl,20250610_142800.WAV,20250610_142800,3.0
Barn Owl,Tyto alba,21.0,24.0,0.28254666924476624,Tyto alba_Barn Owl,20250610_142800.WAV,20250610_142800,3.0
Gray Heron,Ardea cinerea,30.0,33.0,0.1617668718099594,Ardea cinerea_Gray Heron,20250610_142800.WAV,20250610_142800,3.0
Northern Mockingbird,Mimus polyglottos,39.0,42.0,0.2894846796989441,Mimus polyglottos_Northern Mockingbird,20250610_142800.WAV,20250610_142800,3.0
Red-shouldered Hawk,Buteo lineatus,42.0,45.0,0.15270806849002838,Buteo lineatus_Red-shouldered Hawk,20250610_142800.WAV,20250610_142800,3.0
Tawny Owl,Strix aluco,45.0,48.0,0.3997354209423065,Strix aluco_Tawny Owl,20250610_142800.WAV,20250610_142800,3.0
Glossy Black-Cockatoo,Calyptorhynchus lathami,18.0,21.0,0.19443240761756897,Calyptorhynchus lathami_Glossy Black-Cockatoo,20250610_142900.WAV,20250610_142900,3.0
Eastern Bluebird,Sialia sialis,30.0,33.0,0.1197902038693428,Sialia sialis_Eastern Bluebird,20250610_142900.WAV,20250610_142900,3.0
Great Tit,Parus major,45.0,48.0,0.16935743391513824,Parus major_Great Tit,20250610_142900.WAV,20250610_142900,3.0
Eastern Bluebird,Sialia sialis,3.0,6.0,0.5290285348892212,Sialia sialis_Eastern Bluebird,20250610_143000.WAV,20250610_143000,3.0
Bewick's Wren,Thryomanes bewickii,12.0,15.0,0.16277992725372314,Thryomanes bewickii_Bewick's Wren,20250610_143000.WAV,20250610_143000,3.0
White-throated Thrush,Turdus assimilis,45.0,48.0,0.11872857809066772,Turdus assimilis_White-throated Thrush,20250610_143000.WAV,20250610_143000,3.0
Black-faced Cuckooshrike,Coracina novaehollandiae,48.0,51.0,0.13820955157279968,Coracina novaehollandiae_Black-faced Cuckooshrike,20250610_143000.WAV,20250610_143000,3.0
Northern Mockingbird,Mimus polyglottos,51.0,54.0,0.23406893014907837,Mimus polyglottos_Northern Mockingbird,20250610_143000.WAV,20250610_143000,3.0
Tropical Mockingbird,Mimus gilvus,51.0,54.0,0.11452339589595795,Mimus gilvus_Tropical Mockingbird,20250610_143000.WAV,20250610_143000,3.0
Barn Owl,Tyto alba,0.0,3.0,0.7986786365509033,Tyto alba_Barn Owl,20250610_143100.WAV,20250610_143100,3.0
Tropical Mockingbird,Mimus gilvus,3.0,6.0,0.21947632730007172,Mimus gilvus_Tropical Mockingbird,20250610_143100.WAV,20250610_143100,3.0
Eurasian Green Woodpecker,Picus viridis,3.0,6.0,0.10694916546344757,Picus viridis_Eurasian Green Woodpecker,20250610_143100.WAV,20250610_143100,3.0
European Greenfinch,Chloris chloris,12.0,15.0,0.12400179356336594,Chloris chloris_European Greenfinch,20250610_143100.WAV,20250610_143100,3.0
Wrentit,Chamaea fasciata,15.0,18.0,0.2673129141330719,Chamaea fasciata_Wrentit,20250610_143100.WAV,20250610_143100,3.0
Say's Phoebe,Sayornis saya,24.0,27.0,0.2791687846183777,Sayornis saya_Say's Phoebe,20250610_143100.WAV,20250610_143100,3.0
Varied Thrush,Ixoreus naevius,27.0,30.0,0.5204036235809326,Ixoreus naevius_Varied Thrush,20250610_143100.WAV,20250610_143100,3.0
European Greenfinch,Chloris chloris,30.0,33.0,0.4290209114551544,Chloris chloris_European Greenfinch,20250610_143100.WAV,20250610_143100,3.0
House Finch,Haemorhous mexicanus,33.0,36.0,0.27706992626190186,Haemorhous mexicanus_House Finch,20250610_143100.WAV,20250610_143100,3.0
Red-tailed Hawk,Buteo jamaicensis,33.0,36.0,0.18638615310192108,Buteo jamaicensis_Red-tailed Hawk,20250610_143100.WAV,20250610_143100,3.0
Say's Phoebe,Sayornis saya,33.0,36.0,0.11609913408756256,Sayornis saya_Say's Phoebe,20250610_143100.WAV,20250610_143100,3.0
Dog,Dog,42.0,45.0,0.18013885617256165,Dog_Dog,20250610_143100.WAV,20250610_143100,3.0
Black Kite,Milvus migrans,48.0,51.0,0.4343288242816925,Milvus migrans_Black Kite,20250610_143100.WAV,20250610_143100,3.0
Red-tailed Hawk,Buteo jamaicensis,48.0,51.0,0.17353908717632294,Buteo jamaicensis_Red-tailed Hawk,20250610_143100.WAV,20250610_143100,3.0
Gray-backed Tailorbird,Orthotomus derbianus,48.0,51.0,0.13944272696971893,Orthotomus derbianus_Gray-backed Tailorbird,20250610_143100.WAV,20250610_143100,3.0
Tufted Titmouse,Baeolophus bicolor,0.0,3.0,0.21237799525260925,Baeolophus bicolor_Tufted Titmouse,20250610_143200.WAV,20250610_143200,3.0
Tufted Titmouse,Baeolophus bicolor,3.0,6.0,0.18128906190395355,Baeolophus bicolor_Tufted Titmouse,20250610_143200.WAV,20250610_143200,3.0
Eastern Bluebird,Sialia sialis,6.0,9.0,0.20816582441329956,Sialia sialis_Eastern Bluebird,20250610_143200.WAV,20250610_143200,3.0
Northern Mockingbird,Mimus polyglottos,6.0,9.0,0.14134861528873444,Mimus polyglottos_Northern Mockingbird,20250610_143200.WAV,20250610_143200,3.0
Gray Currawong,Strepera versicolor,6.0,9.0,0.13423790037631989,Strepera versicolor_Gray Currawong,20250610_143200.WAV,20250610_143200,3.0
Black Thrush,Turdus infuscatus,6.0,9.0,0.10889303684234619,Turdus infuscatus_Black Thrush,20250610_143200.WAV,20250610_143200,3.0
Northern Mockingbird,Mimus polyglottos,9.0,12.0,0.36582982540130615,Mimus polyglottos_Northern Mockingbird,20250610_143200.WAV,20250610_143200,3.0
White-chinned Thrush,Turdus aurantius,9.0,12.0,0.3086145520210266,Turdus aurantius_White-chinned Thrush,20250610_143200.WAV,20250610_143200,3.0
White-throated Thrush,Turdus assimilis,9.0,12.0,0.12365978956222534,Turdus assimilis_White-throated Thrush,20250610_143200.WAV,20250610_143200,3.0
Black Thrush,Turdus infuscatus,15.0,18.0,0.1514587700366974,Turdus infuscatus_Black Thrush,20250610_143200.WAV,20250610_143200,3.0
Northern Mockingbird,Mimus polyglottos,18.0,21.0,0.2276746779680252,Mimus polyglottos_Northern Mockingbird,20250610_143200.WAV,20250610_143200,3.0
Eastern Bluebird,Sialia sialis,18.0,21.0,0.13101007044315338,Sialia sialis_Eastern Bluebird,20250610_143200.WAV,20250610_143200,3.0
Red-shouldered Hawk,Buteo lineatus,21.0,24.0,0.1351529210805893,Buteo lineatus_Red-shouldered Hawk,20250610_143200.WAV,20250610_143200,3.0
Golden-cheeked Warbler,Setophaga chrysoparia,27.0,30.0,0.16192306578159332,Setophaga chrysoparia_Golden-cheeked Warbler,20250610_143200.WAV,20250610_143200,3.0
Tufted Titmouse,Baeolophus bicolor,33.0,36.0,0.10625137388706207,Baeolophus bicolor_Tufted Titmouse,20250610_143200.WAV,20250610_143200,3.0
Northern Mockingbird,Mimus polyglottos,36.0,39.0,0.11585140973329544,Mimus polyglottos_Northern Mockingbird,20250610_143200.WAV,20250610_143200,3.0
Tufted Titmouse,Baeolophus bicolor,36.0,39.0,0.11444272845983505,Baeolophus bicolor_Tufted Titmouse,20250610_143200.WAV,20250610_143200,3.0
Northern Mockingbird,Mimus polyglottos,39.0,42.0,0.3230125308036804,Mimus polyglottos_Northern Mockingbird,20250610_143200.WAV,20250610_143200,3.0
Tropical Mockingbird,Mimus gilvus,39.0,42.0,0.1466694176197052,Mimus gilvus_Tropical Mockingbird,20250610_143200.WAV,20250610_143200,3.0
Golden-cheeked Warbler,Setophaga chrysoparia,42.0,45.0,0.24797135591506958,Setophaga chrysoparia_Golden-cheeked Warbler,20250610_143200.WAV,20250610_143200,3.0
Northern Mockingbird,Mimus polyglottos,45.0,48.0,0.10036677122116089,Mimus polyglottos_Northern Mockingbird,20250610_143200.WAV,20250610_143200,3.0
Brown Thrasher,Toxostoma rufum,51.0,54.0,0.13365772366523743,Toxostoma rufum_Brown Thrasher,20250610_143200.WAV,20250610_143200,3.0
Red-shouldered Hawk,Buteo lineatus,0.0,3.0,0.20216841995716095,Buteo lineatus_Red-shouldered Hawk,20250610_143300.WAV,20250610_143300,3.0
Western Grebe,Aechmophorus occidentalis,0.0,3.0,0.12612049281597137,Aechmophorus occidentalis_Western Grebe,20250610_143300.WAV,20250610_143300,3.0
Red-tailed Hawk,Buteo jamaicensis,3.0,6.0,0.17884670197963715,Buteo jamaicensis_Red-tailed Hawk,20250610_143300.WAV,20250610_143300,3.0
Bald Eagle,Haliaeetus leucocephalus,3.0,6.0,0.10568848997354507,Haliaeetus leucocephalus_Bald Eagle,20250610_143300.WAV,20250610_143300,3.0
Blue Jay,Cyanocitta cristata,6.0,9.0,0.10651657730340958,Cyanocitta cristata_Blue Jay,20250610_143300.WAV,20250610_143300,3.0
Say's Phoebe,Sayornis saya,12.0,15.0,0.25125452876091003,Sayornis saya_Say's Phoebe,20250610_143300.WAV,20250610_143300,3.0
Song Thrush,Turdus philomelos,27.0,30.0,0.12121646851301193,Turdus philomelos_Song Thrush,20250610_143300.WAV,20250610_143300,3.0
Northern Mockingbird,Mimus polyglottos,30.0,33.0,0.11679557710886002,Mimus polyglottos_Northern Mockingbird,20250610_143300.WAV,20250610_143300,3.0
Song Thrush,Turdus philomelos,30.0,33.0,0.11222968995571136,Turdus philomelos_Song Thrush,20250610_143300.WAV,20250610_143300,3.0
European Serin,Serinus serinus,36.0,39.0,0.14517077803611755,Serinus serinus_European Serin,20250610_143300.WAV,20250610_143300,3.0
Mountain Bluebird,Sialia currucoides,36.0,39.0,0.13890205323696136,Sialia currucoides_Mountain Bluebird,20250610_143300.WAV,20250610_143300,3.0
Cirl Bunting,Emberiza cirlus,36.0,39.0,0.13802768290042877,Emberiza cirlus_Cirl Bunting,20250610_143300.WAV,20250610_143300,3.0
Blue-crowned Manakin,Lepidothrix coronata,36.0,39.0,0.12029578536748886,Lepidothrix coronata_Blue-crowned Manakin,20250610_143300.WAV,20250610_143300,3.0
Tufted Titmouse,Baeolophus bicolor,39.0,42.0,0.11247259378433228,Baeolophus bicolor_Tufted Titmouse,20250610_143300.WAV,20250610_143300,3.0
Northern Mockingbird,Mimus polyglottos,39.0,42.0,0.10940536111593246,Mimus polyglottos_Northern Mockingbird,20250610_143300.WAV,20250610_143300,3.0
Carolina Wren,Thryothorus ludovicianus,42.0,45.0,0.17835581302642822,Thryothorus ludovicianus_Carolina Wren,20250610_143300.WAV,20250610_143300,3.0
Black Thrush,Turdus infuscatus,45.0,48.0,0.10960197448730469,Turdus infuscatus_Black Thrush,20250610_143300.WAV,20250610_143300,3.0
Carolina Wren,Thryothorus ludovicianus,48.0,51.0,0.21353857219219208,Thryothorus ludovicianus_Carolina Wren,20250610_143300.WAV,20250610_143300,3.0
Say's Phoebe,Sayornis saya,51.0,54.0,0.5029340386390686,Sayornis saya_Say's Phoebe,20250610_143300.WAV,20250610_143300,3.0
European Greenfinch,Chloris chloris,0.0,3.0,0.6895541548728943,Chloris chloris_European Greenfinch,20250610_143400.WAV,20250610_143400,3.0
Dunlin,Calidris alpina,3.0,6.0,0.30238640308380127,Calidris alpina_Dunlin,20250610_143400.WAV,20250610_143400,3.0
Eurasian Oystercatcher,Haematopus ostralegus,6.0,9.0,0.7620030641555786,Haematopus ostralegus_Eurasian Oystercatcher,20250610_143400.WAV,20250610_143400,3.0
Western Tanager,Piranga ludoviciana,12.0,15.0,0.10016816109418869,Piranga ludoviciana_Western Tanager,20250610_143400.WAV,20250610_143400,3.0
Barn Owl,Tyto alba,24.0,27.0,0.26703083515167236,Tyto alba_Barn Owl,20250610_143400.WAV,20250610_143400,3.0
Northern Mockingbird,Mimus polyglottos,24.0,27.0,0.2249857485294342,Mimus polyglottos_Northern Mockingbird,20250610_143400.WAV,20250610_143400,3.0
Tropical Mockingbird,Mimus gilvus,24.0,27.0,0.1529666632413864,Mimus gilvus_Tropical Mockingbird,20250610_143400.WAV,20250610_143400,3.0
Northern Mockingbird,Mimus polyglottos,27.0,30.0,0.1003287136554718,Mimus polyglottos_Northern Mockingbird,20250610_143400.WAV,20250610_143400,3.0
Red-shouldered Hawk,Buteo lineatus,33.0,36.0,0.3982526361942291,Buteo lineatus_Red-shouldered Hawk,20250610_143400.WAV,20250610_143400,3.0
Common Buzzard,Buteo buteo,33.0,36.0,0.1378358006477356,Buteo buteo_Common Buzzard,20250610_143400.WAV,20250610_143400,3.0
Barn Owl,Tyto alba,36.0,39.0,0.2399352639913559,Tyto alba_Barn Owl,20250610_143400.WAV,20250610_143400,3.0
Bewick's Wren,Thryomanes bewickii,45.0,48.0,0.4484580159187317,Thryomanes bewickii_Bewick's Wren,20250610_143400.WAV,20250610_143400,3.0
American Tree Sparrow,Spizelloides arborea,45.0,48.0,0.18322889506816864,Spizelloides arborea_American Tree Sparrow,20250610_143400.WAV,20250610_143400,3.0
Plain-colored Seedeater,Catamenia inornata,48.0,51.0,0.1467110812664032,Catamenia inornata_Plain-colored Seedeater,20250610_143400.WAV,20250610_143400,3.0
Apapane,Himatione sanguinea,48.0,51.0,0.12848849594593048,Himatione sanguinea_Apapane,20250610_143400.WAV,20250610_143400,3.0
Baillon's Crake,Zapornia pusilla,48.0,51.0,0.10355235636234283,Zapornia pusilla_Baillon's Crake,20250610_143400.WAV,20250610_143400,3.0
Bewick's Wren,Thryomanes bewickii,0.0,3.0,0.14592522382736206,Thryomanes bewickii_Bewick's Wren,20250610_143500.WAV,20250610_143500,3.0
American Tree Sparrow,Spizelloides arborea,3.0,6.0,0.13171443343162537,Spizelloides arborea_American Tree Sparrow,20250610_143500.WAV,20250610_143500,3.0
Bewick's Wren,Thryomanes bewickii,6.0,9.0,0.7154825329780579,Thryomanes bewickii_Bewick's Wren,20250610_143500.WAV,20250610_143500,3.0
Golden-cheeked Warbler,Setophaga chrysoparia,6.0,9.0,0.2798826992511749,Setophaga chrysoparia_Golden-cheeked Warbler,20250610_143500.WAV,20250610_143500,3.0
Bewick's Wren,Thryomanes bewickii,12.0,15.0,0.2016669511795044,Thryomanes bewickii_Bewick's Wren,20250610_143500.WAV,20250610_143500,3.0
Song Sparrow,Melospiza melodia,12.0,15.0,0.13728804886341095,Melospiza melodia_Song Sparrow,20250610_143500.WAV,20250610_143500,3.0
Apapane,Himatione sanguinea,15.0,18.0,0.39596521854400635,Himatione sanguinea_Apapane,20250610_143500.WAV,20250610_143500,3.0
Akohekohe,Palmeria dolei,15.0,18.0,0.2853657603263855,Palmeria dolei_Akohekohe,20250610_143500.WAV,20250610_143500,3.0
Bewick's Wren,Thryomanes bewickii,18.0,21.0,0.23505356907844543,Thryomanes bewickii_Bewick's Wren,20250610_143500.WAV,20250610_143500,3.0
Bewick's Wren,Thryomanes bewickii,21.0,24.0,0.5743030905723572,Thryomanes bewickii_Bewick's Wren,20250610_143500.WAV,20250610_143500,3.0
Bewick's Wren,Thryomanes bewickii,24.0,27.0,0.24571390450000763,Thryomanes bewickii_Bewick's Wren,20250610_143500.WAV,20250610_143500,3.0
Barn Owl,Tyto alba,27.0,30.0,0.20778843760490417,Tyto alba_Barn Owl,20250610_143500.WAV,20250610_143500,3.0
American Woodcock,Scolopax minor,27.0,30.0,0.13536447286605835,Scolopax minor_American Woodcock,20250610_143500.WAV,20250610_143500,3.0
Common Nighthawk,Chordeiles minor,27.0,30.0,0.11840176582336426,Chordeiles minor_Common Nighthawk,20250610_143500.WAV,20250610_143500,3.0
Bewick's Wren,Thryomanes bewickii,30.0,33.0,0.3383225202560425,Thryomanes bewickii_Bewick's Wren,20250610_143500.WAV,20250610_143500,3.0
Bewick's Wren,Thryomanes bewickii,36.0,39.0,0.5684576630592346,Thryomanes bewickii_Bewick's Wren,20250610_143500.WAV,20250610_143500,3.0
Western Grebe,Aechmophorus occidentalis,0.0,3.0,0.1429847627878189,Aechmophorus occidentalis_Western Grebe,20250610_143600.WAV,20250610_143600,3.0
Eastern Bluebird,Sialia sialis,3.0,6.0,0.208549365401268,Sialia sialis_Eastern Bluebird,20250610_143600.WAV,20250610_143600,3.0
Barn Swallow,Hirundo rustica,6.0,9.0,0.2498108148574829,Hirundo rustica_Barn Swallow,20250610_143600.WAV,20250610_143600,3.0
House Finch,Haemorhous mexicanus,6.0,9.0,0.11279165744781494,Haemorhous mexicanus_House Finch,20250610_143600.WAV,20250610_143600,3.0
Bell's Vireo,Vireo bellii,6.0,9.0,0.10318630188703537,Vireo bellii_Bell's Vireo,20250610_143600.WAV,20250610_143600,3.0
Cedar Waxwing,Bombycilla cedrorum,9.0,12.0,0.5104038119316101,Bombycilla cedrorum_Cedar Waxwing,20250610_143600.WAV,20250610_143600,3.0
Evening Grosbeak,Coccothraustes vespertinus,9.0,12.0,0.28100815415382385,Coccothraustes vespertinus_Evening Grosbeak,20250610_143600.WAV,20250610_143600,3.0
Mallard,Anas platyrhynchos,18.0,21.0,0.11164213716983795,Anas platyrhynchos_Mallard,20250610_143600.WAV,20250610_143600,3.0
Common Greenshank,Tringa nebularia,30.0,33.0,0.14819708466529846,Tringa nebularia_Common Greenshank,20250610_143600.WAV,20250610_143600,3.0
Carolina Wren,Thryothorus ludovicianus,30.0,33.0,0.12489259243011475,Thryothorus ludovicianus_Carolina Wren,20250610_143600.WAV,20250610_143600,3.0
Common Greenshank,Tringa nebularia,36.0,39.0,0.2112433910369873,Tringa nebularia_Common Greenshank,20250610_143600.WAV,20250610_143600,3.0
Greater Yellowlegs,Tringa melanoleuca,36.0,39.0,0.18420802056789398,Tringa melanoleuca_Greater Yellowlegs,20250610_143600.WAV,20250610_143600,3.0
Northern Mockingbird,Mimus polyglottos,36.0,39.0,0.13829034566879272,Mimus polyglottos_Northern Mockingbird,20250610_143600.WAV,20250610_143600,3.0
Greater Yellowlegs,Tringa melanoleuca,39.0,42.0,0.21312202513217926,Tringa melanoleuca_Greater Yellowlegs,20250610_143600.WAV,20250610_143600,3.0
Common Greenshank,Tringa nebularia,39.0,42.0,0.11498749256134033,Tringa nebularia_Common Greenshank,20250610_143600.WAV,20250610_143600,3.0
Akohekohe,Palmeria dolei,9.0,12.0,0.29107046127319336,Palmeria dolei_Akohekohe,20250610_143700.WAV,20250610_143700,3.0
Palila,Loxioides bailleui,9.0,12.0,0.16278596222400665,Loxioides bailleui_Palila,20250610_143700.WAV,20250610_143700,3.0
Hawaii Amakihi,Chlorodrepanis virens,9.0,12.0,0.1485319882631302,Chlorodrepanis virens_Hawaii Amakihi,20250610_143700.WAV,20250610_143700,3.0
Common Greenshank,Tringa nebularia,33.0,36.0,0.20461095869541168,Tringa nebularia_Common Greenshank,20250610_143700.WAV,20250610_143700,3.0
Gray Wolf,Canis lupus,39.0,42.0,0.17164753377437592,Canis lupus_Gray Wolf,20250610_143700.WAV,20250610_143700,3.0
Carolina Wren,Thryothorus ludovicianus,6.0,9.0,0.269646555185318,Thryothorus ludovicianus_Carolina Wren,20250610_143800.WAV,20250610_143800,3.0
Painted Bunting,Passerina ciris,12.0,15.0,0.13503195345401764,Passerina ciris_Painted Bunting,20250610_143800.WAV,20250610_143800,3.0
Red-tailed Hawk,Buteo jamaicensis,15.0,18.0,0.3079473376274109,Buteo jamaicensis_Red-tailed Hawk,20250610_143800.WAV,20250610_143800,3.0
Water Rail,Rallus aquaticus,21.0,24.0,0.5275787711143494,Rallus aquaticus_Water Rail,20250610_143800.WAV,20250610_143800,3.0
Dunlin,Calidris alpina,21.0,24.0,0.1273173838853836,Calidris alpina_Dunlin,20250610_143800.WAV,20250610_143800,3.0
Connecticut Warbler,Oporornis agilis,24.0,27.0,0.1128854975104332,Oporornis agilis_Connecticut Warbler,20250610_143800.WAV,20250610_143800,3.0
Painted Bunting,Passerina ciris,27.0,30.0,0.745407223701477,Passerina ciris_Painted Bunting,20250610_143800.WAV,20250610_143800,3.0
Akohekohe,Palmeria dolei,30.0,33.0,0.10313031822443008,Palmeria dolei_Akohekohe,20250610_143800.WAV,20250610_143800,3.0
Northern Mockingbird,Mimus polyglottos,36.0,39.0,0.10014860332012177,Mimus polyglottos_Northern Mockingbird,20250610_143800.WAV,20250610_143800,3.0
Northern Mockingbird,Mimus polyglottos,3.0,6.0,0.1195743978023529,Mimus polyglottos_Northern Mockingbird,20250610_143900.WAV,20250610_143900,3.0
Brown Thrasher,Toxostoma rufum,3.0,6.0,0.1005185917019844,Toxostoma rufum_Brown Thrasher,20250610_143900.WAV,20250610_143900,3.0
Northern Mockingbird,Mimus polyglottos,6.0,9.0,0.7611889243125916,Mimus polyglottos_Northern Mockingbird,20250610_143900.WAV,20250610_143900,3.0
Carolina Wren,Thryothorus ludovicianus,6.0,9.0,0.15163053572177887,Thryothorus ludovicianus_Carolina Wren,20250610_143900.WAV,20250610_143900,3.0
Tropical Mockingbird,Mimus gilvus,6.0,9.0,0.10049774497747421,Mimus gilvus_Tropical Mockingbird,20250610_143900.WAV,20250610_143900,3.0
Northern Mockingbird,Mimus polyglottos,12.0,15.0,0.14996615052223206,Mimus polyglottos_Northern Mockingbird,20250610_143900.WAV,20250610_143900,3.0
Painted Bunting,Passerina ciris,12.0,15.0,0.13805297017097473,Passerina ciris_Painted Bunting,20250610_143900.WAV,20250610_143900,3.0
Maui Parrotbill,Pseudonestor xanthophrys,24.0,27.0,0.11108677834272385,Pseudonestor xanthophrys_Maui Parrotbill,20250610_143900.WAV,20250610_143900,3.0
Apapane,Himatione sanguinea,24.0,27.0,0.10822074115276337,Himatione sanguinea_Apapane,20250610_143900.WAV,20250610_143900,3.0
Eastern Bluebird,Sialia sialis,33.0,36.0,0.5086440443992615,Sialia sialis_Eastern Bluebird,20250610_143900.WAV,20250610_143900,3.0
Painted Bunting,Passerina ciris,39.0,42.0,0.4839942753314972,Passerina ciris_Painted Bunting,20250610_143900.WAV,20250610_143900,3.0
Mountain Bluebird,Sialia currucoides,39.0,42.0,0.30404743552207947,Sialia currucoides_Mountain Bluebird,20250610_143900.WAV,20250610_143900,3.0
Northern Mockingbird,Mimus polyglottos,48.0,51.0,0.70200115442276,Mimus polyglottos_Northern Mockingbird,20250610_143900.WAV,20250610_143900,3.0
Tropical Mockingbird,Mimus gilvus,48.0,51.0,0.10474836081266403,Mimus gilvus_Tropical Mockingbird,20250610_143900.WAV,20250610_143900,3.0
Connecticut Warbler,Oporornis agilis,51.0,54.0,0.4623410701751709,Oporornis agilis_Connecticut Warbler,20250610_143900.WAV,20250610_143900,3.0
Dunnock,Prunella modularis,51.0,54.0,0.35251593589782715,Prunella modularis_Dunnock,20250610_143900.WAV,20250610_143900,3.0
Northern Mockingbird,Mimus polyglottos,0.0,3.0,0.37787842750549316,Mimus polyglottos_Northern Mockingbird,20250610_144000.WAV,20250610_144000,3.0
Northern Mockingbird,Mimus polyglottos,3.0,6.0,0.17732879519462585,Mimus polyglottos_Northern Mockingbird,20250610_144000.WAV,20250610_144000,3.0
Painted Bunting,Passerina ciris,6.0,9.0,0.16155436635017395,Passerina ciris_Painted Bunting,20250610_144000.WAV,20250610_144000,3.0
European Pied Flycatcher,Ficedula hypoleuca,6.0,9.0,0.13482344150543213,Ficedula hypoleuca_European Pied Flycatcher,20250610_144000.WAV,20250610_144000,3.0
Eurasian Blackbird,Turdus merula,9.0,12.0,0.10799535363912582,Turdus merula_Eurasian Blackbird,20250610_144000.WAV,20250610_144000,3.0
Great Crested Flycatcher,Myiarchus crinitus,12.0,15.0,0.1718258559703827,Myiarchus crinitus_Great Crested Flycatcher,20250610_144000.WAV,20250610_144000,3.0
Painted Bunting,Passerina ciris,15.0,18.0,0.254608154296875,Passerina ciris_Painted Bunting,20250610_144000.WAV,20250610_144000,3.0
Little Grebe,Tachybaptus ruficollis,18.0,21.0,0.35950133204460144,Tachybaptus ruficollis_Little Grebe,20250610_144000.WAV,20250610_144000,3.0
Eurasian Thick-knee,Burhinus oedicnemus,18.0,21.0,0.1493324190378189,Burhinus oedicnemus_Eurasian Thick-knee,20250610_144000.WAV,20250610_144000,3.0
Northern Mockingbird,Mimus polyglottos,21.0,24.0,0.3604545593261719,Mimus polyglottos_Northern Mockingbird,20250610_144000.WAV,20250610_144000,3.0
