Start (s),End (s),Scientific name,species,confidence,File,lat,lon,sensitivity,min_conf,timestamp_str,duration
27.0,30.0,Passer domesticus,House Sparrow,0.0299,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
27.0,30.0,Otus bakkamoena,Indian Scops-Owl,0.0108,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
27.0,30.0,Human vocal,Human vocal,0.0107,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
27.0,30.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0082,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
30.0,33.0,Engine,Engine,0.0205,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
30.0,33.0,Otus bakkamoena,Indian Scops-Owl,0.0181,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
30.0,33.0,Human vocal,Human vocal,0.0121,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
30.0,33.0,Passer domesticus,House Sparrow,0.0114,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
30.0,33.0,Ficedula albicilla,Taiga Flycatcher,0.007,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
33.0,36.0,Otus lettia,Collared Scops-Owl,0.0465,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
33.0,36.0,Otus bakkamoena,Indian Scops-Owl,0.0174,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
33.0,36.0,Oreothlypis superciliosa,Crescent-chested Warbler,0.0155,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
33.0,36.0,Erythropitta ussheri,Black-crowned Pitta,0.0154,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
33.0,36.0,Stachyris poliocephala,Gray-headed Babbler,0.0141,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
36.0,39.0,Engine,Engine,0.0249,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
36.0,39.0,Pterophylla camellifolia,Common True Katydid,0.0181,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
36.0,39.0,Pica pica,Eurasian Magpie,0.0166,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
36.0,39.0,Passer domesticus,House Sparrow,0.0134,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
36.0,39.0,Human vocal,Human vocal,0.0092,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
39.0,42.0,Otus lettia,Collared Scops-Owl,0.1669,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
39.0,42.0,Engine,Engine,0.1544,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
39.0,42.0,Otus bakkamoena,Indian Scops-Owl,0.0866,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
39.0,42.0,Human non-vocal,Human non-vocal,0.0342,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
39.0,42.0,Otus sunia,Oriental Scops-Owl,0.0176,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
42.0,45.0,Tyto alba,Barn Owl,0.2258,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
42.0,45.0,Pterophylla camellifolia,Common True Katydid,0.0671,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
42.0,45.0,Megascops asio,Eastern Screech-Owl,0.0422,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
42.0,45.0,Tyto novaehollandiae,Australian Masked-Owl,0.0335,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
42.0,45.0,Otus sunia,Oriental Scops-Owl,0.022,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
45.0,48.0,Pterophylla camellifolia,Common True Katydid,0.0966,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
45.0,48.0,Otus sunia,Oriental Scops-Owl,0.039,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
45.0,48.0,Megascops asio,Eastern Screech-Owl,0.0208,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
45.0,48.0,Tyto alba,Barn Owl,0.0196,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
45.0,48.0,Otus bakkamoena,Indian Scops-Owl,0.0144,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
48.0,51.0,Otus sunia,Oriental Scops-Owl,0.1328,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
48.0,51.0,Strix ocellata,Mottled Wood-Owl,0.0583,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
48.0,51.0,Otus bakkamoena,Indian Scops-Owl,0.037,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
48.0,51.0,Megascops asio,Eastern Screech-Owl,0.0258,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
48.0,51.0,Otus lettia,Collared Scops-Owl,0.0253,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
51.0,54.0,Otus sunia,Oriental Scops-Owl,0.0344,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
51.0,54.0,Tyto alba,Barn Owl,0.0254,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
51.0,54.0,Megascops asio,Eastern Screech-Owl,0.0246,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
51.0,54.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0229,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
51.0,54.0,Megascops gilesi,Santa Marta Screech-Owl,0.0203,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
54.0,57.0,Otus sunia,Oriental Scops-Owl,0.0218,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
54.0,57.0,Megascops gilesi,Santa Marta Screech-Owl,0.0108,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
54.0,57.0,Dicrurus paradiseus,Greater Racket-tailed Drongo,0.0077,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
54.0,57.0,Ramphocaenus melanurus,Long-billed Gnatwren,0.0076,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
54.0,57.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0072,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063300.WAV,-1.0,-1.0,1.0,0.25,20250610_063300,3.0
5.0,8.0,Pterophylla camellifolia,Common True Katydid,0.1448,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063400.WAV,,,,,20250610_063400,3.0
10.0,13.0,Pterophylla camellifolia,Common True Katydid,0.1808,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063400.WAV,,,,,20250610_063400,3.0
10.0,13.0,Tyto alba,Barn Owl,0.1338,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063400.WAV,,,,,20250610_063400,3.0
17.5,20.5,Amblycorypha longinicta,Common Virtuoso Katydid,0.1187,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063400.WAV,,,,,20250610_063400,3.0
30.0,33.0,Otus sunia,Oriental Scops-Owl,0.2341,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063400.WAV,,,,,20250610_063400,3.0
30.0,33.0,Strix ocellata,Mottled Wood-Owl,0.1041,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063400.WAV,,,,,20250610_063400,3.0
30.0,33.0,Otus bakkamoena,Indian Scops-Owl,0.1015,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063400.WAV,,,,,20250610_063400,3.0
42.5,45.5,Pterophylla camellifolia,Common True Katydid,0.1348,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063400.WAV,,,,,20250610_063400,3.0
35.0,38.0,Pterophylla camellifolia,Common True Katydid,0.1988,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063500.WAV,,,,,20250610_063500,3.0
2.5,5.5,Baeolophus ridgwayi,Juniper Titmouse,0.1301,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063600.WAV,,,,,20250610_063600,3.0
2.5,5.5,Pterophylla camellifolia,Common True Katydid,0.1084,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063600.WAV,,,,,20250610_063600,3.0
12.5,15.5,Tyto alba,Barn Owl,0.1009,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063600.WAV,,,,,20250610_063600,3.0
17.5,20.5,Otus sunia,Oriental Scops-Owl,0.2164,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063600.WAV,,,,,20250610_063600,3.0
17.5,20.5,Strix ocellata,Mottled Wood-Owl,0.1037,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063600.WAV,,,,,20250610_063600,3.0
20.0,23.0,Otus bakkamoena,Indian Scops-Owl,0.1351,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063600.WAV,,,,,20250610_063600,3.0
0.0,3.0,Otus bakkamoena,Indian Scops-Owl,0.0121,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
0.0,3.0,Nyctidromus albicollis,Common Pauraque,0.0055,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
0.0,3.0,Tyto alba,Barn Owl,0.0049,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
0.0,3.0,Strix hylophila,Rusty-barred Owl,0.0048,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
0.0,3.0,Bubo nipalensis,Spot-bellied Eagle-Owl,0.0032,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
3.0,6.0,Otus bakkamoena,Indian Scops-Owl,0.1484,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
3.0,6.0,Otus sunia,Oriental Scops-Owl,0.0418,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
3.0,6.0,Strix ocellata,Mottled Wood-Owl,0.0306,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
3.0,6.0,Bubo nipalensis,Spot-bellied Eagle-Owl,0.0208,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
3.0,6.0,Otus lettia,Collared Scops-Owl,0.0207,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
6.0,9.0,Erythropitta ussheri,Black-crowned Pitta,0.0352,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
6.0,9.0,Otus bakkamoena,Indian Scops-Owl,0.0091,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
6.0,9.0,Cacomantis merulinus,Plaintive Cuckoo,0.0083,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
6.0,9.0,Otus lettia,Collared Scops-Owl,0.0059,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
6.0,9.0,Locustella luscinioides,Savi's Warbler,0.005,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
9.0,12.0,Ficedula albicilla,Taiga Flycatcher,0.0431,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
9.0,12.0,Otus bakkamoena,Indian Scops-Owl,0.0258,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
9.0,12.0,Otus lettia,Collared Scops-Owl,0.0115,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
9.0,12.0,Cacomantis merulinus,Plaintive Cuckoo,0.0085,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
9.0,12.0,Muscicapa dauurica,Asian Brown Flycatcher,0.0063,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
12.0,15.0,Poecile gambeli,Mountain Chickadee,0.0203,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
12.0,15.0,Otus bakkamoena,Indian Scops-Owl,0.0071,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
12.0,15.0,Cyanocitta stelleri,Steller's Jay,0.0053,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
12.0,15.0,Nyctidromus albicollis,Common Pauraque,0.0046,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
12.0,15.0,Basileuterus rufifrons,Rufous-capped Warbler,0.0045,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
15.0,18.0,Poecile gambeli,Mountain Chickadee,0.0113,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
15.0,18.0,Empidonax oberholseri,Dusky Flycatcher,0.0078,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
15.0,18.0,Passerella iliaca,Fox Sparrow,0.0054,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
15.0,18.0,Cacomantis merulinus,Plaintive Cuckoo,0.0049,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
15.0,18.0,Cyanocitta stelleri,Steller's Jay,0.0044,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
18.0,21.0,Cacomantis merulinus,Plaintive Cuckoo,0.0082,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
18.0,21.0,Otus bakkamoena,Indian Scops-Owl,0.0065,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
18.0,21.0,Otus lettia,Collared Scops-Owl,0.004,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
18.0,21.0,Passer domesticus,House Sparrow,0.004,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
18.0,21.0,Nyctidromus albicollis,Common Pauraque,0.004,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
21.0,24.0,Poecile gambeli,Mountain Chickadee,0.0128,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
21.0,24.0,Otus bakkamoena,Indian Scops-Owl,0.0097,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
21.0,24.0,Erythropitta ussheri,Black-crowned Pitta,0.0088,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
21.0,24.0,Oreortyx pictus,Mountain Quail,0.0086,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
21.0,24.0,Passerella iliaca,Fox Sparrow,0.0084,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
24.0,27.0,Poecile gambeli,Mountain Chickadee,0.0384,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
24.0,27.0,Otus bakkamoena,Indian Scops-Owl,0.0177,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
24.0,27.0,Otus lempiji,Sunda Scops-Owl,0.0107,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
24.0,27.0,Caprimulgus asiaticus,Indian Nightjar,0.0085,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
24.0,27.0,Nyctidromus albicollis,Common Pauraque,0.0084,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
27.0,30.0,Empidonax oberholseri,Dusky Flycatcher,0.0303,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
27.0,30.0,Passerella iliaca,Fox Sparrow,0.0231,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
27.0,30.0,Geothlypis tolmiei,MacGillivray's Warbler,0.0214,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
27.0,30.0,Poecile gambeli,Mountain Chickadee,0.0207,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
27.0,30.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0099,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
30.0,33.0,Nyctidromus albicollis,Common Pauraque,0.0084,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
30.0,33.0,Poecile gambeli,Mountain Chickadee,0.0081,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
30.0,33.0,Empidonax oberholseri,Dusky Flycatcher,0.0072,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
30.0,33.0,Otus bakkamoena,Indian Scops-Owl,0.0059,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
30.0,33.0,Steatornis caripensis,Oilbird,0.0041,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
33.0,36.0,Nyctidromus albicollis,Common Pauraque,0.0112,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
33.0,36.0,Otus bakkamoena,Indian Scops-Owl,0.0074,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
33.0,36.0,Caprimulgus asiaticus,Indian Nightjar,0.0034,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
33.0,36.0,Bubo virginianus,Great Horned Owl,0.003,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
33.0,36.0,Caprimulgus atripennis,Jerdon's Nightjar,0.0026,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
36.0,39.0,Otus bakkamoena,Indian Scops-Owl,0.008,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
36.0,39.0,Caprimulgus atripennis,Jerdon's Nightjar,0.0061,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
36.0,39.0,Caprimulgus asiaticus,Indian Nightjar,0.005,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
36.0,39.0,Otus lettia,Collared Scops-Owl,0.004,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
36.0,39.0,Engine,Engine,0.0035,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
39.0,42.0,Erythropitta ussheri,Black-crowned Pitta,0.0089,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
39.0,42.0,Cacomantis merulinus,Plaintive Cuckoo,0.0051,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
39.0,42.0,Otus bakkamoena,Indian Scops-Owl,0.005,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
39.0,42.0,Caprimulgus asiaticus,Indian Nightjar,0.0039,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
39.0,42.0,Dicrurus paradiseus,Greater Racket-tailed Drongo,0.0038,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
42.0,45.0,Cacomantis merulinus,Plaintive Cuckoo,0.0114,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
42.0,45.0,Otus bakkamoena,Indian Scops-Owl,0.0075,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
42.0,45.0,Erythropitta ussheri,Black-crowned Pitta,0.0075,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
42.0,45.0,Arachnothera longirostra,Little Spiderhunter,0.0046,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
42.0,45.0,Hypothymis azurea,Black-naped Monarch,0.0045,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
45.0,48.0,Otus bakkamoena,Indian Scops-Owl,0.0169,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
45.0,48.0,Erythropitta ussheri,Black-crowned Pitta,0.0095,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
45.0,48.0,Nyctidromus albicollis,Common Pauraque,0.0061,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
45.0,48.0,Cacomantis merulinus,Plaintive Cuckoo,0.0056,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
45.0,48.0,Copsychus malabaricus,White-rumped Shama,0.005,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_063700.WAV,-1.0,-1.0,1.0,0.25,20250610_063700,3.0
